X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,LONG_CEN,LAT_CEN,SCH_CLASS,DISTRICT,PIN,MAJOR,MINOR,FEATUREDES,OSPI_CODE
-122.298834665125852,47.35635450998582,474,89,2362,School-Elementary,Mark Twain Elementary School-Federal Way,Mark Twain,2450 S Star Lake Rd,98003,-122.29883768,47.35635265,10,FEDERAL WAY,7204800010,720480,0010,School-Elementary,3627
-122.366860712770006,47.309363074468934,475,326,2384,School-Elementary,Olympic View Elementary School-Federal Way,Olympic View,2626 SW 327th St,98023,-122.36686399,47.30936136,10,FEDERAL WAY,1321039008,132103,9008,School-Elementary,3432
-122.322248930619409,47.341990875230699,476,92,2363,School-Elementary,Nautilus K-8 School,Nautilus K-8,1000 S 289th St,98003,-122.32225203,47.34198906,10,FEDERAL WAY,0521049005,052104,9005,School-Elementary,3625
-122.198494677090352,47.58955310301743,477,127,108249,School-Elementary,Enatai Elementary School,Enatai,10615 SE 23rd St,98004,-122.19849647,47.58955105,10,BELLEVUE,3860400035,386040,0035,School-Elementary,2846
-122.312716733244869,47.677009317209667,478,975,338736,School-High,Roosevelt High School,Roosevelt,1410 NE 66th St,98115,-122.31271817,47.67700749,10,SEATTLE,8826900005,882690,0005,School-High,2285
-122.356661205958247,47.329040427917747,479,313,868283,School-Elementary,Adelaide Elementary School,Adelaide,1635 SW 304th St,98023,-122.35666438,47.32903868,10,FEDERAL WAY,1221039084,122103,9084,School-Elementary,3519
-122.339148041116715,47.770066614943495,480,1133,16147,School-Elementary,Echo Lake Elementary School,Echo Lake,19345 Wallingford Ave N,98133,-122.33914909,47.77006496,10,SHORELINE,8649100005,864910,0005,School-Elementary,3104
-121.908758336695882,47.651779104262445,481,6600209,160,School-Other Facility,Administration Center-Riverview,Admin,32240 NE 50th St,98014,-121.90875962,47.65177663,10,RIVERVIEW,1625079060,162507,9060,School-Other Facility,0
-122.324053720561253,47.65752770950423,482,6600607,834753,School-Alternative,John Stanford International Elementary School at Latona,John Stanford Intl,4057 5th Ave NE,98105,-122.32405524,47.6575259,10,SEATTLE,4206901020,420690,1020,School-Alternative,2081
-122.201840932608278,47.488971985619841,483,6600372,12188,School-Other Facility,Transportation/Maintenance,Transportation/Maintenance,420 Park Ave N,98057,-122.2018432,47.48896992,10,RENTON,7564600105,756460,0105,School-Other Facility,0
-122.359465725052317,47.516976641252974,484,885,508163,School-Elementary,Holy Family Bilingual Catholic School,Holy Family,9615 20th Ave SW,98106,-122.35946787,47.51697483,20,SEATTLE,3004800005,300480,0005,School-Elementary,0
-122.147101311318792,47.482407479328252,485,752,578016,School-Elementary,Maplewood Heights Elementary School,Maplewood Heights,130 Jericho Ave SE,98059,-122.14710359,47.48240528,10,RENTON,0847100090,084710,0090,School-Elementary,3586
-122.057980453386605,47.228949044896957,486,311,391899,School-Elementary,Westwood Elementary School,Westwood,21200 SE 416th St,98022,-122.05798364,47.22894698,10,ENUMCLAW,0920069070,092006,9070,School-Elementary,3585
-122.027295671515049,47.620810927698734,487,661,12224,School-Elementary,Samantha Smith Elementary School,Samantha Smith,23305 NE 14th St,98074,-122.02729721,47.62080855,10,LAKE WASHINGTON,2725069032,272506,9032,School-Elementary,0
-122.217165131775815,47.311986814921489,488,6600632,713339,School-Other Facility,Auburn Administrative Center,Admin Center,915 4th St NE,98002,-122.21716839,47.3119848,10,AUBURN,2648000090,264800,0090,School-Other Facility,0
-122.295690307202861,47.537533256874063,489,921,765816,School-Elementary,Van Asselt Elementary School,Van Asselt,7201 Beacon Ave S,98108,-122.29569236,47.53753137,10,SEATTLE,5129000050,512900,0050,School-Elementary,2120
-122.365598538347498,47.640515939493447,490,1042,835401,School-Elementary,Frantz H. Coe Elementary School,Frantz Coe,2424 7th Ave W,98119,-122.36560014,47.6405142,10,SEATTLE,9270200005,927020,0005,School-Elementary,2090
-122.312256187655464,47.363229656389244,491,448,387264,School-Elementary,Woodmont K-8 School,Woodmont K-8,26454 16th Ave S,98198,-122.31225917,47.36322782,10,FEDERAL WAY,2822049137,282204,9137,School-Elementary,3328
-122.305300860536917,47.621599301747452,492,941,447925,School-Junior High/Middle,Edmonds S. Meany Middle School,Edmond S. Meany,301 21st Ave E,98112,-122.30530254,47.62159745,10,SEATTLE,2825049008,282504,9008,School-Junior High/Middle,0
-122.30301251521864,47.574047117243936,493,1179,461331,School-Elementary,Captain George W. Kimball Elementary School,Kimball ,3200 23rd Ave S,98144,-122.30301441,47.57404525,10,SEATTLE,1624049006,162404,9006,School-Elementary,3478
-122.06051027994198,47.668138169435629,494,650,12140,School-Junior High/Middle,Evergreen Middle School,Evergreen,6900 208th Ave NE,98053,-122.06051161,47.6681359,10,LAKE WASHINGTON,0825069008,082506,9008,School-Junior High/Middle,4148
-122.163377439842833,47.726866474370055,495,506,21186,School-Elementary,John Muir Elementary School,John Muir,14012 132nd Ave NE,98034,-122.16337858,47.7268644,10,LAKE WASHINGTON,2226059038,222605,9038,School-Elementary,0
-122.155785055743095,47.371835846365769,496,576,8603,School-Elementary,Meridian Elementary School,Meridian,25621 140th Ave SE,98042,-122.15578797,47.37183368,10,KENT,2722059062,272205,9062,School-Elementary,2565
-122.030803336467002,47.613401320344991,497,2179,12220,School-High,Eastlake High School,Eastlake,400 228th Ave NE,98074,-122.03080492,47.61339894,10,LAKE WASHINGTON,3425069021,342506,9021,School-High,4439
-122.170580339912249,47.604032930164742,498,2156,83,School-Alternative,International School,International,445 128th Ave SE,98005,-122.17058205,47.60403083,10,BELLEVUE,3325059117,332505,9117,School-Alternative,3522
-122.353645957772429,47.66480047694791,499,6600706,310251,School-Elementary,Northwest Montessori - Woodland Park,Northwest Montessori,4910 Phinney Ave N,98103,-122.35364745,47.66479873,20,SEATTLE,9521100045,952110,0045,School-Elementary,
-122.211391791425086,47.469067942323676,500,2320,597634,School-College or University,City University-Renton,City University,555 S Renton Village Pl,98057,-122.21139417,47.46906591,10,RENTON,7231600542,723160,0542,School-College or University,0
-122.454359589340214,47.42863050217661,501,770,21170,School-Junior High/Middle,McMurray Middle School,McMurray,9329 SW Cemetery Rd,98070,-122.45436221,47.42862885,10,VASHON ISLAND,0522039067,052203,9067,School-Junior High/Middle,3667
-122.294871644553098,47.682589228834651,502,962,12297,School-Junior High/Middle,Nathan Eckstein Middle School,Nathan Eckstein,3003 NE 75th St,98115,-122.29487305,47.68258737,10,SEATTLE,0425049022,042504,9022,School-Junior High/Middle,2729
-122.215065498307837,47.329272827757563,503,34,797548,School-Junior High/Middle,Cascade Middle School-Auburn,Cascade,1015 24th St NE,98002,-122.21506866,47.3292708,10,AUBURN,5094400080,509440,0080,School-Junior High/Middle,2394
-122.211083485355431,47.628142031046366,504,119,163,School-Junior High/Middle,Chinook Middle School-Bellevue,Chinook,2001 98th Ave NE,98004,-122.21108511,47.62814001,10,BELLEVUE,8086000205,808600,0205,School-Junior High/Middle,3338
-122.114324386041048,47.547021403611417,505,6600718,771055,School-Elementary,Open Window School,Open Window,6128 168th Pl SE,98006,-122.11432633,47.54701915,20,ISSAQUAH,2424059043,242405,9043,School-Elementary,
-122.317110329804564,47.610655326925382,506,10000018,448115,School-Alternative,Middle College High School at Seattle University,Middle College at Seattle U,901 12th Ave,98122,-122.31711206,47.61065349,10,SEATTLE,2254500555,225450,0555,School-Alternative,0
-122.228639285570011,47.53246201091445,507,544,9282,School-Elementary,Lakeridge Elementary School-Mercer Island,Lakeridge,8215 SE 78th St,98040,-122.22864135,47.53246002,10,MERCER ISLAND,2524049015,252404,9015,School-Elementary,2981
-122.151159371230335,47.747904158703967,508,6600722,160193,School-K-12,Woodinville Montessori School - Woodinville Campus,Woodinville Montessori,13965 NE 166th St,98072,-122.1511604,47.74790208,20,NORTHSHORE,1026059032,102605,9032,School-K-12,
-122.359434620227475,47.745692153147822,509,1291,16148,School-Elementary,Highland Terrace Elementary School,Highland Terrace,100 N 160th St,98133,-122.35943575,47.74569045,10,SHORELINE,1326039052,132603,9052,School-Elementary,3231
-122.336288239664597,47.618156163255293,510,2194,441546,School-College or University,Cornish College of the Arts,Cornish College,1000 Lenora St,98121,-122.33628994,47.61815436,10,SEATTLE,0660001420,066000,1420,School-College or University,0
-122.26276424566926,47.510420160581027,511,1312,509318,School-Elementary,St. Paul School,St. Paul,10001 57th Ave S,98178,-122.26276642,47.51041823,20,SEATTLE,1686400005,168640,0005,School-Elementary,0
-122.369327781758514,47.513202277435376,512,6600488,528088,School-Junior High/Middle,Explorer West Middle School,Exlplorer West,10015 28th Ave SW,98146,-122.36932994,47.51320047,20,HIGHLINE,0123039045,012303,9045,School-Junior High/Middle,0
-122.344116267775419,47.513310110419624,513,1206,781976,School-Elementary,White Center Heights Elementary School,White Center Heights,10015 6th Ave SW,98146,-122.34411843,47.51330828,10,HIGHLINE,2895800020,289580,0020,School-Elementary,2639
-122.207626595742838,47.373404033202185,514,379,8601,School-High,Kent-Meridian High School,Kent-Meridian,10020 SE 256th St,98030,-122.20762951,47.37340199,10,KENT,2022059066,202205,9066,School-High,2797
-122.119788064656589,47.691700343217043,515,633,12148,School-Junior High/Middle,Redmond Middle School,Redmond Middle,10055 166th Ave NE,98052,-122.11978933,47.69169819,10,LAKE WASHINGTON,3626059032,362605,9032,School-Junior High/Middle,3232
-122.259757560822194,47.510872000159274,516,6600652,525497,School-Elementary,Amazing Grace Christian School,Amazing Grace,10056 Renton Ave S,98178,-122.25975973,47.51087007,20,SEATTLE,7131300400,713130,0400,School-Elementary,0
-122.358137259681072,47.631104022606536,517,1057,417651,School-Elementary,St. Anne School,St. Anne,101 W Lee St,98119,-122.3581389,47.63110226,20,SEATTLE,1731800825,173180,0825,School-Elementary,0
-122.204637520584356,47.409630838602986,518,389,630373,School-Elementary,Panther Lake Elementary School-Kent,Panther Lake,10200 SE 216th St,98031,-122.20464023,47.40962879,10,KENT,0822059031,082205,9031,School-Elementary,5178
-122.348164654956989,47.489112679287906,519,1204,12387,School-Elementary,St. Bernadette School,St. Bernadette,1028 SW 128th St,98146,-122.34816694,47.48911085,20,HIGHLINE,3744600925,374460,0925,School-Elementary,0
-122.217358465909754,47.320821642851037,520,39,32,School-Elementary,Dick Scobee Elementary School,Dick Scobee,1031 14th St NE,98002,-122.21736168,47.32081963,10,AUBURN,0001000047,000100,0047,School-Elementary,2932
-122.015397452276233,47.61956969917162,521,6600673,1008614,School-Elementary,Rachel Carson Elementary School,Rachel Carson,1035 244th Ave NE,98074,-122.01539899,47.6195673,10,LAKE WASHINGTON,2725069016,272506,9016,School-Elementary,5139
-122.197680167807434,47.604404895661453,522,112,82,School-High,Bellevue High School,Bellevue,10416 SE Wolverine Way,98004,-122.19768189,47.60440285,10,BELLEVUE,0682000005,068200,0005,School-High,2701
-121.362419633073046,47.709339916351702,523,6600330,21149,School-K-12,Skykomish K-12 School,Skykomish K-12,105 6th St N,98288,-121.36241865,47.70933842,10,SKYKOMISH,5060800005,506080,0005,School-K-12,0
-122.12543061852611,47.600496647493742,524,226,84,School-Elementary,Phantom Lake Elementary School,Phantom Lake,1050 160th Ave SE,98008,-122.12543232,47.60049445,10,BELLEVUE,0224059037,022405,9037,School-Elementary,3168
-122.318335416377948,47.624426981096867,525,830,454290,School-Elementary,Lowell Elementary School,Lowell,1058 E Mercer St,98102,-122.31833709,47.62442515,10,SEATTLE,6852700355,685270,0355,School-Elementary,3714
-122.198624272747637,47.715496037124126,526,507,42811,School-High,Juanita High School,Juanita,10601 NE 132nd St,98034,-122.19862549,47.71549401,10,LAKE WASHINGTON,2926059049,292605,9049,School-High,3771
-122.198624344812487,47.715498778166051,527,6600692,42811,School-Alternative,Futures School,Futures,10601 NE 132nd St,98034,-122.19862557,47.71549676,10,LAKE WASHINGTON,2926059049,292605,9049,School-Alternative,
-122.350667512757155,47.50617303216162,528,1199,12268,School-Elementary,Mount View Elementary School,Mount View,10811 12th Ave SW,98146,-122.35066971,47.5061712,10,HIGHLINE,3451000245,345100,0245,School-Elementary,2144
-122.195554020694601,47.655295688259244,529,2743,8640,School-Alternative,Emerson K-12,Emerson K-12,10903 NE 53rd St,98033,-122.19555551,47.65529365,10,LAKE WASHINGTON,1725059195,172505,9195,School-Alternative,3855
-122.195554092514143,47.655298429310427,530,6600694,8640,School-Alternative,Emerson High School,Emerson,10903 NE 53rd St,98033,-122.19555559,47.65529639,10,LAKE WASHINGTON,1725059195,172505,9195,School-Alternative,
-122.193827532748486,47.366312776254837,531,398,8605,School-Alternative,Kent Phoenix Academy,Phoenix Academy,11000 SE 264th St,98030,-122.19383049,47.3663107,10,KENT,8830400015,883040,0015,School-Alternative,0
-122.224715453222757,47.298003659856725,532,67,45,School-Elementary,Terminal Park Elementary School,Terminal Park,1101 D St SE,98002,-122.2247188,47.29800166,10,AUBURN,1921059053,192105,9053,School-Elementary,2659
-122.15234799971816,47.50163037192214,533,756,579312,School-High,Hazen High School,Hazen,1101 Hoquiam Ave NE,98059,-122.15235017,47.50162819,10,RENTON,1023059072,102305,9072,School-High,0
-122.318754623700272,47.334290669050802,534,97,2364,School-Junior High/Middle,Sacajawea Middle School,Sacajawea,1101 S Dash Point Rd,98003,-122.31875777,47.33428885,10,FEDERAL WAY,0521049024,052104,9024,School-Junior High/Middle,3626
-122.193540310510087,47.395292731050304,535,390,632908,School-Elementary,Park Orchard Elementary School,Park Orchard,11010 SE 232nd St,98031,-122.1935431,47.39529065,10,KENT,1722059155,172205,9155,School-Elementary,3491
-122.292750637167828,47.709860673339548,536,2130,12280,School-Junior High/Middle,Jane Addams Middle School,Jane Addams,11051 34th Ave NE,98125,-122.29275193,47.70985882,10,SEATTLE,0752000170,075200,0170,School-Junior High/Middle,0
-122.124652441514684,47.699352721388443,537,624,12143,School-Elementary,Norman Rockwell Elementary School,Norman Rockwell,11125 162nd Ave NE,98052,-122.12465368,47.69935058,10,LAKE WASHINGTON,3526059091,352605,9091,School-Elementary,0
-122.290868073074634,47.612237471451003,538,1068,453428,School-Elementary,Madrona K-8 School,Madrona ,1121 33rd Ave,98122,-122.2908698,47.61223559,10,SEATTLE,7152200350,715220,0350,School-Elementary,2069
-122.354283933523902,47.502241943133413,539,1123,500877,School-Elementary,West Seattle Montessori School & Academy,West Seattle Montessori,11215 15th Ave SW,98146,-122.35428615,47.50224012,20,HIGHLINE,0723049112,072304,9112,School-Elementary,0
-122.03140794429784,47.600036799036232,540,2172,12227,School-High,Skyline High School,Skyline,1122 228th Ave SE,98075,-122.03140959,47.60003441,10,ISSAQUAH,0324069106,032406,9106,School-High,4495
-122.189890733350268,47.380080498991042,541,371,631263,School-Elementary,George T. Daniel Elementary School,George T. Daniel,11310 SE 248th St,98030,-122.18989361,47.38007841,10,KENT,2022059119,202205,9119,School-Elementary,4413
-122.314616328313903,47.713455838297655,542,6600117,256128,School-Alternative,Hazel Wolf K-8 School,Hazel Wolf,11530 12th Ave NE,98125,-122.3146176,47.71345403,10,SEATTLE,2044500390,204450,0390,School-Alternative,0
-121.909617835823752,47.700554978413493,543,271,194,School-Elementary,Stillwater Elementary School,Stillwater,11530 320th Ave NE,98014,-121.9096189,47.70055255,10,RIVERVIEW,3326079040,332607,9040,School-Elementary,4332
-122.166881958116974,47.704618979448618,544,474,35270,School-College or University,Lake Washington Institute of Technology Kirkland Campus,Lake Washington IT,11605 132nd Ave NE,98034,-122.1668832,47.7046169,10,LAKE WASHINGTON,2826059151,282605,9151,School-College or University,5953
-122.166881958116974,47.704618979448618,545,6600122,35270,School-Alternative,Washington Network for Innovative Careers,WANIC,11605 132nd Ave NE,98034,-122.1668832,47.7046169,10,LAKE WASHINGTON,2826059151,282605,9151,School-Alternative,0
-122.32934329906098,47.714834716967815,546,1149,247853,School-Elementary,Northgate Elementary School,Northgate,11725 1st Ave NE,98125,-122.32934457,47.71483294,10,SEATTLE,6411600312,641160,0312,School-Elementary,3027
-122.183367562823051,47.724852097804558,547,2206,8621,School-Elementary,Robert Frost Elementary School,Robert Frost,11801 NE 140th St,98034,-122.18336873,47.72485005,10,LAKE WASHINGTON,2126059025,212605,9025,School-Elementary,3675
-122.181024582816093,47.358895459806469,548,6600646,669319,School-Elementary,Millennium Elementary School,Millennium,11919 SE 270th St,98030,-122.18102758,47.35889336,10,KENT,2822059052,282205,9052,School-Elementary,4581
-122.3569746164506,47.686409744249829,549,855,12397,School-Elementary,St. John Catholic School,St. John,120 N 79th St,98103,-122.35697601,47.68640801,20,SEATTLE,1646501150,164650,1150,School-Elementary,0
-122.316350676030297,47.612711622475892,550,6600658,441089,School-High,Seattle Academy - Upper School,Seattle Academy,1201 E Union St,98122,-122.3163524,47.61270979,20,SEATTLE,3225049015,322504,9015,School-High,0
-122.317431583261836,47.509436510529738,551,1265,12259,School-Elementary,Beverly Park Elementary School,Beverly Park,1201 S 104th St,98168,-122.31743376,47.50943465,10,HIGHLINE,0523049202,052304,9202,School-Elementary,2765
-122.180866566694505,47.673424415118582,552,473,8631,School-High,Lake Washington High School,Lake Washington,12033 NE 80th St,98033,-122.18086797,47.67342235,10,LAKE WASHINGTON,0925059012,092505,9012,School-High,2739
-122.179356595840289,47.370908363351298,553,6600419,8602,School-Other Facility,Administration Center-Kent,Admin,12033 SE 256th St,98030,-122.17935952,47.37090626,10,KENT,2822059177,282205,9177,School-Other Facility,0
-122.176032020468924,47.741952149163808,554,268,110,School-Elementary,Woodmoor Elementary School,Woodmoor,12225 NE 160th St,98011,-122.1760331,47.7419501,10,NORTHSHORE,1626059011,162605,9011,School-Elementary,4377
-122.301189190613897,47.492836463356717,555,1277,12266,School-Elementary,Hilltop Elementary School,Hilltop,12250 24th Ave S,98168,-122.30119145,47.49283458,10,HIGHLINE,0257000231,025700,0231,School-Elementary,3165
-122.313820029089499,47.721722301240128,556,1101,272614,School-Elementary,St. Matthew School,St. Matthew,1230 NE 127th St,98125,-122.31382127,47.72172049,20,SEATTLE,6414100390,641410,0390,School-Elementary,0
-122.173701361824698,47.640367571367264,557,157,117736,School-Elementary,Cherry Crest Elementary School,Cherry Crest,12400 NE 32nd St,98005,-122.17370291,47.64036549,10,BELLEVUE,2125059050,212505,9050,School-Elementary,3742
-122.29231908413351,47.48148382320182,558,1267,21154,School-Elementary,Cascade View Elementary School-Tukwila,Cascade View ,13601 32nd Ave S,98168,-122.29232141,47.48148193,10,TUKWILA,1623049038,162304,9038,School-Elementary,3226
-122.148888130859632,47.755012628920099,559,793,83729,School-K-12,Chrysalis School,Chrysalis,14241 NE Woodinville Duvall Rd,98072,-122.14888912,47.75501057,20,NORTHSHORE,9517600060,951760,0060,School-K-12,0
-122.183289909820118,47.766904200254501,560,6600105,176556,School-K-12,Woodinville Montessori School - Main Campus,Woodinville Montessori,19102 North Creek Pkwy,98011,-122.18329088,47.76690224,20,NORTHSHORE,6979200320,697920,0320,School-K-12,0
-122.350857014293609,47.6214095501389,561,6600332,439725,School-Alternative,The Center High School,The Center,305 Harrison St,98109,-122.3508587,47.62140777,10,SEATTLE,1985200305,198520,0305,School-Alternative,1856
-122.248998426609774,47.270990471637447,562,599,12130,School-Elementary,Alpac Elementary School,Alpac,310 Milwaukee Blvd N,98047,-122.24900192,47.27098853,10,AUBURN,3621049006,362104,9006,School-Elementary,3825
-122.335943071953068,47.277493747209107,563,87,2395,School-Junior High/Middle,Illahee Middle School,Illahee,36001 1st Ave S,98003,-122.33594653,47.27749198,10,FEDERAL WAY,3021049013,302104,9013,School-Junior High/Middle,3898
-122.348970768887995,47.637963582534027,564,6600128,414769,School-Alternative,Queen Anne Elementary School,Queen Anne,411 Boston St,98109,-122.34897238,47.63796181,10,SEATTLE,0809003050,080900,3050,School-Alternative,0
-122.28070625483771,47.326807238701079,565,11,21,School-Elementary,Lake Dolloff Elementary School,Lake Dolloff,4200 S 308th St,98001,-122.28070944,47.32680535,10,FEDERAL WAY,1021049002,102104,9002,School-Elementary,3738
-122.171791104241322,47.567721348646607,566,182,98,School-High,Newport High School,Newport,4333 Factoria Blvd SE,98006,-122.17179298,47.56771924,10,BELLEVUE,1624059023,162405,9023,School-High,3486
-122.339784749629857,47.664820118841099,567,6600649,841015,School-Elementary,Waldorf School - Kinderhaus Campus,Waldorf Kindergarten,4919 Woodlawn Ave N,98103,-122.33978624,47.66481834,20,SEATTLE,6865200005,686520,0005,School-Elementary,0
-122.029618671898945,47.524307292454488,568,342,2420,School-Elementary,Clark Elementary School,Clark,500 2nd Ave SE,98027,-122.02962068,47.52430483,10,ISSAQUAH,3424069030,342406,9030,School-Elementary,2738
-122.318068361285555,47.666654481392527,569,868,12405,School-Elementary,University Child Development School,University Child Dev,5062 9th Ave NE,98105,-122.31806984,47.66665266,20,SEATTLE,2862100610,286210,0610,School-Elementary,0
-122.028809211335556,47.524488548764026,570,357,1129642,School-Junior High/Middle,Issaquah Middle School,Issaquah Middle,600 2nd Ave SE,98027,-122.02881122,47.52448608,10,ISSAQUAH,3424069030,342406,9030,School-Junior High/Middle,3038
-122.292840952195888,47.674910302917681,571,957,12403,School-Elementary,Assumption St. Bridget School,Assumption,6220 32nd Ave NE,98115,-122.2928424,47.67490844,20,SEATTLE,1868903240,186890,3240,School-Elementary,0
-122.05992494555737,47.669995210542332,572,6600174,12139,School-Alternative,Explorer Community School,Explorer Community,7040 208th Ave NE,98053,-122.05992627,47.66999294,10,LAKE WASHINGTON,0825069008,082506,9008,School-Alternative,1687
-122.184220454472438,47.538038449578337,573,698,9371,School-Elementary,Hazelwood Elementary School-Newcastle,Hazelwood,7100 116th Ave SE,98056,-122.18422247,47.53803636,10,RENTON,2824059124,282405,9124,School-Elementary,3485
-121.816887661846522,47.522781189232028,574,758,21151,School-High,Mount Si High School,Mount Si ,8651 Meadowbrook Way SE,98065,-121.81688936,47.52277849,10,SNOQUALMIE VALLEY,3224089060,322408,9060,School-High,2850
-122.065521853782585,47.68126407580872,575,2314,366184,School-K-12,The Bear Creek School,Bear Creek,8905 208th Ave NE,98053,-122.06552313,47.68126182,20,LAKE WASHINGTON,0525069015,052506,9015,School-K-12,0
-122.212255892714765,47.624171231125331,576,150,165,School-Elementary,Sacred Heart School,Sacred Heart,9450 NE 14th St,98004,-122.21225754,47.62416922,20,BELLEVUE,4107100041,410710,0041,School-Elementary,0
-122.318520661202768,47.510872792156462,577,1281,522417,School-Elementary,Our Lady of Lourdes School,Our Lady of Lourdes,10243 12th Ave S,98168,-122.31852283,47.51087093,20,HIGHLINE,2788400110,278840,0110,School-Elementary,0
-122.374166943650025,47.509594011677443,578,6600015,524594,School-Elementary,Westside School,Westside,10404 34th Ave SW,98146,-122.37416912,47.50959221,20,SEATTLE,7804400110,780440,0110,School-Elementary,0
-122.361127428539902,47.705973308097086,579,1303,916043,School-Elementary,Viewlands Elementary School,Viewlands ,10525 3rd Ave NW,98177,-122.36112873,47.70597159,10,SEATTLE,7474900060,747490,0060,School-Elementary,2977
-122.344334924633188,47.617342170201219,580,2336,840712,School-College or University,City University-Bellevue,City University,521 Wall St,98121,-122.34433662,47.61734038,10,BELLEVUE,0697000064,069700,0064,School-College or University,0
-122.01106189310903,47.683860676971619,581,6600721,1243530,School-Elementary,Ella Baker Elementary School,Ella Baker,9595 Eastridge Dr NE,98053,-122.01106311,47.68385833,10,LAKE WASHINGTON,7203102310,720310,2310,School-Elementary,5512
-122.167507758709078,47.768042482463024,582,267,115,School-Elementary,Woodin Elementary School,Woodin,12950 NE 195th St,98011,-122.1675087,47.7680405,10,NORTHSHORE,0426059034,042605,9034,School-Elementary,3749
-122.325944049026617,47.613392340022308,583,1071,438964,School-High,The Northwest School,Northwest,1415 Summit Ave,98122,-122.32594577,47.61339052,20,SEATTLE,8804901000,880490,1000,School-High,0
-122.354112295858087,47.320160437132955,584,323,2374,School-Junior High/Middle,Lakota Middle School,Lakota,1415 SW 314th St,98023,-122.35411552,47.32015869,10,FEDERAL WAY,0721049143,072104,9143,School-Junior High/Middle,3381
-122.375443437829901,47.676706772887727,585,1005,318188,School-High,Ballard High School,Ballard,1418 NW 65th St,98117,-122.37544487,47.67670507,10,SEATTLE,3050700050,305070,0050,School-High,2220
-122.151830997906373,47.599598759465188,586,6600592,86,School-Alternative,Jubilee REACH,Jubilee REACH,14200 SE 13th Pl,98007,-122.15183272,47.59959662,10,BELLEVUE,2207100005,220710,0005,School-Alternative,0
-122.150054103432268,47.617973557774775,587,209,144424,School-Elementary,Stevenson Elementary School,Stevenson,14220 NE 8th St,98007,-122.15005574,47.61797142,10,BELLEVUE,2725059043,272505,9043,School-Elementary,3100
-122.312525416078998,47.613945952931694,588,6600709,440576,School-Junior High/Middle,Seattle Academy - Middle School,Seattle Academy,1432 15th Ave,98122,-122.31252713,47.61394411,20,SEATTLE,7234600135,723460,0135,School-Junior High/Middle,
-122.326594703626441,47.668278714326966,589,6600698,834446,School-Alternative,F.A. McDonald International Elementary School,McDonald Intl,144 NE 54th St,98105,-122.32659618,47.66827691,10,SEATTLE,9550202395,955020,2395,School-Alternative,
-122.360045828635734,47.687281731962251,590,1009,322234,School-Elementary,Greenwood Elementary School,Greenwood,144 NW 80th St,98117,-122.36004722,47.68728,10,SEATTLE,2919200635,291920,0635,School-Elementary,2123
-122.251364381375168,47.730198975681688,591,2116,148244,School-College or University,Bastyr University,Bastyr,14500 Juanita Dr NE,98028,-122.25136558,47.73019704,10,LAKE WASHINGTON,2426049007,242604,9007,School-College or University,0
-122.353914665822614,47.471124894148822,592,1259,133,School-Elementary,Seahurst Elementary School,Seahurst,14603 14th Ave SW,98166,-122.35391705,47.47112308,10,HIGHLINE,1430800010,143080,0010,School-Elementary,3382
-122.14485904555805,47.590452891079785,593,194,91,School-Elementary,Eastside Christian School,Eastside Christian,14615 SE 22nd St,98007,-122.1448608,47.59045073,20,BELLEVUE,8838900200,883890,0200,School-Elementary,0
-122.14113887414203,47.592088760954368,594,6600687,90,School-Alternative,Big Picture School,Big Picture,14844 SE 22nd St,98007,-122.14114062,47.59208659,10,BELLEVUE,0224059054,022405,9054,School-Alternative,
-122.320576983516602,47.632749845919456,595,6600648,428236,School-Elementary,Bright Water School - Waldorf,Bright Water,1501 10th Ave E,98102,-122.32057862,47.63274802,20,SEATTLE,2025049051,202504,9051,School-Elementary,0
-122.138864052632428,47.497347084839063,596,745,2411,School-Elementary,Apollo Elementary School,Apollo,15025 SE 117th St,98059,-122.13886624,47.49734487,10,ISSAQUAH,0638100185,063810,0185,School-Elementary,3746
-122.230856375880293,47.738631281740403,597,258,5929,School-Elementary,Moorlands Elementary School,Moorlands,15115 84th Ave NE,98028,-122.23085752,47.73862931,10,NORTHSHORE,5631500036,563150,0036,School-Elementary,3442
-122.335275600911828,47.738587441130228,598,6600110,130194,School-Elementary,The Evergreen School,Evergreen,15201 Meridian Ave N,98133,-122.33527676,47.73858568,20,SHORELINE,1826049236,182604,9236,School-Elementary,0
-122.137630547977381,47.686789743479657,599,6600020,12149,School-Other Facility,Support Service Center,Support Service Center,15212 NE 95th St,98052,-122.13763185,47.68678761,10,LAKE WASHINGTON,9430500100,943050,0100,School-Other Facility,0
-122.360185667374509,47.465967940263575,600,1262,795370,School-Elementary,St. Francis of Assisi School,St. Francis of Assisi,15216 21st Ave SW,98166,-122.36018808,47.46596614,20,HIGHLINE,1901600005,190160,0005,School-Elementary,0
-122.30909972800093,47.740360405596434,601,6600678,735678,School-Alternative,Fircrest School,Fircrest,15230 15th Ave NE,98155,-122.30910088,47.74035859,20,SHORELINE,1626049010,162604,9010,School-Alternative,0
-122.304733797948813,47.741214719205907,602,1237,138088,School-High,Shorecrest High School,Shorecrest,15343 25th Ave NE,98155,-122.30473495,47.7412129,10,SHORELINE,1626049008,162604,9008,School-High,3343
